Tenure_Length,Random-Agent,Fixed-Agent,Crowd-Agent
10,1.47293455735001,1.0310479882612695,1.4916830767736213
20,1.4248903142945606,0.8064248410607023,1.461691524897643
30,1.387993334462594,0.6424298317269297,1.4330967572159954
40,1.3805367500069925,0.530136602745972,1.3569820185057393
50,1.337816766411196,0.46585270069004453,1.3245347046100269
60,1.329852285750644,0.4244941851976547,1.269950242919274
70,1.2840417506250221,0.38863265069739317,1.2535221870649114
80,1.2892900613046696,0.3111832352040044,1.218468775053049
90,1.2769001820439512,0.2928982197124941,1.158478695888443
100,1.231750678398695,0.24865447448016684,1.1270263781927332
110,1.254328614619189,0.21361995822569443,1.1133742089382472
120,1.2675741719667453,0.2316593248627486,1.1003127312693666
130,1.234406700504578,0.21605959697721372,1.082449239403926
140,1.1906807844568656,0.21370736778785213,1.0564683014536949
150,1.241804327763754,0.18819432358054614,1.0160320712068591
160,1.2010182619162513,0.1820146669519426,1.0181337162939814
170,1.2169998239852418,0.17586892562560028,0.9848499979846489
180,1.2594539628819639,0.1640985831606355,0.9647165985706363
190,1.2059332165992958,0.15572371657059572,0.9137056457897974
200,1.2248671226744339,0.143091456136774,0.9099037186738531
210,1.2681761044011837,0.18347716924725513,0.9082058651941035
220,1.21364733723034,0.12341215378408804,0.917549321241175
230,1.178229065036005,0.14416685486612296,0.8803548758236305
240,1.2066020683714018,0.12402369655812079,0.8212816262909575
250,1.2055451228004397,0.11350310637647396,0.7908579853898337
260,1.2352150938193434,0.10488206564255069,0.8121935790997781
270,1.1526337681610974,0.10427671968064327,0.7933731543093117
280,1.2141548494574568,0.1200772215372247,0.7917928916683896
290,1.1945341629297237,0.1181028505279194,0.8116880311491065
300,1.2093655531845469,0.11642965973717337,0.7692194873465505
310,1.2020055514261514,0.10175549329825666,0.7538799359636799
320,1.2262710478326038,0.08376472260885712,0.6934719499142512
330,1.176726109170564,0.08599736795783623,0.6935249235233371
340,1.1962094582136984,0.0716909618826136,0.6546894320064909
350,1.2171506509053316,0.0720404014367839,0.6584236595573386
360,1.1356359541771532,0.0675638549471752,0.7020790661409685
370,1.1518247558854988,0.07230586363797449,0.6695519346199978
380,1.1149298110287011,0.06304176241668769,0.6679813130196531
390,1.1416557209569027,0.0740238521901779,0.6355735894178314
400,1.2384564023329827,0.06609493697191843,0.6390734264740279
410,1.1775373195676146,0.06116076825687953,0.6386976335815245
420,1.164836534732904,0.08537835310845515,0.6580446564117501
430,1.1487396124542677,0.06909311465581817,0.6175759077997947
440,1.1735285178676162,0.07754190044991396,0.5858853743874359
450,1.098832676924075,0.09049423035879894,0.6035551820684599
460,1.1955135883399284,0.06393506659498106,0.5796942423669849
470,1.2056147882004913,0.05097162775913002,0.5392007413000809
480,1.1614214002054897,0.059681794947399974,0.5420290835935295
490,1.1699515976951411,0.054421403929234134,0.5018371437023097
500,1.1786221523714269,0.0415888308335967,0.45470455044732505
510,1.2092962801081124,0.06236524505020303,0.4323990323480731
520,1.138483544398742,0.036002042288677975,0.46941124368699777
530,1.1625904120158168,0.04424615033611129,0.42725188918307627
540,1.220599024079279,0.05933516322742229,0.4512232180317963
